rented,email,availability,a,city,community,latitude,longitude,type,price,beds,sq_feet,baths,cats,dogs,sq_feet2,price2,beds2,baths2,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet
Not-Rented,True,Immediate,2000-01-01,Calgary,Brentwood,51.0833071,-114.1234627,House,975,1,1000+,1,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Martindale,51.1190394,-113.9679804,House,1350,2,900,1,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,False,Immediate,2000-01-01,Calgary,Sundance,50.897063,-114.0522737,House,2800,3,1600+800 in basement,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Walden,50.863744162185,-114.014633115591,House,2650,3,1815,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Evergreen,50.9149079,-114.1242415,House,2300,3,1700.00,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Castleridge,51.1053988,-113.958201,House,1300,3,,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Glendale,51.0320842,-114.1498417,House,3000,3,2400,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Harvest Hills,51.1537674,-114.0512254,House,2200,3+den,1800,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Livingston,51.1862869,-114.0534256,House,2700,3,2201,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Coventry Hills,51.156644,-114.0422139,House,2600,3,1525,3.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Varsity,51.0991048,-114.1583896,House,2850,5,1084,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Richmond/Knob Hill,51.032915780112,-114.11230061936,House,2300,3,1600,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Tuscany,51.1171489,-114.2546609,House,3495,3+den,2400,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Shaganappi,51.0412439,-114.1240301,House,2500,6,1600,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.0370058,-114.0845923,House,8750,5,3500,3.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Valley Ridge,51.0950346,-114.2464441,House,2650,3,2111,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bridlewood,50.8996772,-114.113172,House,2600,4,1870,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,New Brighton,50.9158892,-113.9439533,House,2200,3,1350,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,North Haven,51.1031862,-114.086015,House,4500,4,2500,2.5,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Haysboro,50.9775235,-114.0790992,House,1750,3,1022,1,2,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Highwood,51.090066,-114.0812656,House,2500,6,1322,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Banff Trail,51.0749661,-114.1156828,House,1300,2,,1,0,0,0,0,0,0,0,0,0,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Coventry Hills,51.165539,-114.051833,House,2500,5,2018 (Not Including the Basement),3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,New Brighton,50.9190705,-113.9561334,House,2500,3,1672,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Nolan Hill,51.1732456,-114.1666892,House,3100,4,2796,4.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Royal Oak,51.1510671,-114.2216813,House,2995,3+den,2300,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Royal Oak,51.1510287,-114.2218559,House,2795,3+den,2150,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Springbank Hill,51.033094,-114.191067,House,2800,3,1371,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Panorama Hills,51.1586257,-114.0788493,House,2200,3+den,,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Mahogany,50.88995,-113.90883,House,2300,3+den,1750,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Crescent Heights,51.08058029092,-114.057719458691,House,2850,6,1220,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Royal Oak,51.1466686,-114.2263412,House,2850,5,2405,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Currie Barracks,51.0173887,-114.1314276,House,2000,2,~850,1,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Capitol Hill,51.0703359,-114.089353,House,1600,2,1900,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Patterson,51.062963,-114.174517,House,4900,4,4000 Sqft (Three levels),4,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Dover,51.02647846382,-113.979630868262,House,1300,4+den,1100,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Garrison Green,51.0029929,-114.1240985,House,3800,3+den,2265 + 700 in Basement,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Rundle,51.074619,-113.970187,House,1800,3,1100,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,New Brighton,50.9174136,-113.9396012,House,700,1,2700,1,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Whitehorn,51.0897829,-113.9638094,House,2500,3,,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Renfrew,51.0611183,-114.0431073,House,3999,3,1588,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Huntington Hills,51.1172054,-114.0590883,House,1750,3+den,1120,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Coventry Hills,51.1714923,-114.0556945,House,2150,3,1352,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Parkhill-Stanley Park,51.0218974,-114.0627649,House,1450,1,,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Evergreen,50.917669,-114.121265,House,2550,3,2018,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Varsity,51.0818517,-114.1473083,House,3750,5,2163,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Crescent Heights,51.0649273,-114.0689455,House,2998,4,,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,South Calgary,51.023473765602,-114.097506083081,House,2150,2,980,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,False,Immediate,2000-01-01,Calgary,Britannia,51.0114,-114.08353,House,4250,4,,3.5,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Rosedale,51.059705260204,-114.080271720886,House,2050,2,Approx 850 S.F.,1,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bowness,51.0958843,-114.205006151807,House,1950,2,,1,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Parkhill-Stanley Park,51.014747506151,-114.066525959525,House,2400,3+den,1450+900,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,False,Immediate,2000-01-01,Calgary,Silverado,50.8825196,-114.0789429,House,1200,1,600,1,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Altadore,51.019541,-114.1095204,House,8000,4,3000,3.5,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Ramsay,51.022889,-114.025528,House,1750,3,,1,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Sunalta,51.0416959,-114.0978925,House,2100,2,1100,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Shaganappi,51.04076,-114.1323644,House,2000,4,1100,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Altadore,51.023736,-114.1010321,House,2500,2,800 UP/700 DOWN,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 07,2022-04-07,,Citadel,51.1448847,-114.192975,House,2300,3,1563.5,4,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 08,2022-04-08,Calgary,Silverado,50.883443,-114.0810335,House,2485,3+den,2200,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 10,2022-04-10,Calgary,Silverado,50.8868561,-114.0844598,House,2450,3,2065,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 10,2022-04-10,Calgary,Mahogany,50.905155,-113.9216706,House,2500,4+den,1700,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 10,2022-04-10,Calgary,Douglasdale,50.932452946326,-113.980567545508,House,2450,3+den,1800,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 12,2022-04-12,Calgary,Redstone,51.1698635,-113.9605745,House,2400,3,1672,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Evanston,51.1613194,-114.1184043,House,2500,3+den,1900,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Arbour Lake,51.1346659,-114.2081224,House,2980,3,1769,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Marlborough,51.0535305,-113.9647883,House,1695,3,1100,1.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Evanston,51.1804729,-114.1215925,House,2300,3+den,1700,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,McKenzie Lake,50.9206382,-113.9771087,House,2850,3+den,1643,1.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Skyview,51.1599234,-113.967868039673,House,2400,4,2200,2.5,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Varsity,51.0928868,-114.1560367,House,2850,5,2113,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Thorncliffe,51.1007664,-114.0776665,House,1950,4,1027,2,2,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Beltline,51.0387874,-114.0801787,House,2500,2+den,2100,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Copperfield,50.9077147,-113.9389855,House,1950,4,1418,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,New Brighton,50.9261644,-113.9564218,House,2495,4+den,approx 1450+,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Woodlands,50.937204,-114.1109448,House,2400,4+den,1600,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Evergreen Estates,50.9234285,-114.1272995,House,3200,4+den,1855,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Evergreen,50.9147341,-114.1035184,House,2650,4,2143+900,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 16,2022-04-16,Calgary,Walden,50.8642258,-114.0167675,House,2250,3,1550,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 18,2022-04-18,Calgary,Chaparral,50.8897796,-114.0133067,House,3099,4,3500,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 18,2022-04-18,Calgary,Kincora,51.1581113,-114.1266824,House,2650,3,~1700,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 18,2022-04-18,Calgary,Cornerstone,51.1636571,-113.9421016,House,3200,5,1800,4,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 20,2022-04-20,Calgary,Tuscany,51.1367297,-114.2454337,House,3650,4+den,2000,4,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 25,2022-04-25,Calgary,Richmond/Knob Hill,51.0340022,-114.1092341,House,2800,4,1950 Livable,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 25,2022-04-25,Calgary,Kincora,51.165924743344,-114.135683295771,House,2960,6,2080,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 28,2022-04-28,Calgary,Bridlewood,50.9056243,-114.1088922,House,999,2,558,1.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 28,2022-04-28,Calgary,Harvest Hills,51.1435309,-114.0632503,House,1699,3,1512,1.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 28,2022-04-28,Calgary,Panorama Hills,51.1618149,-114.1017462,House,2800,4,1883,4,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Apr 28,2022-04-28,Calgary,Mahogany,50.9026396,-113.9278873,House,2900,4,2131,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Varsity,51.0889801,-114.1513356,House,3400,4,2000,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Crescent Heights,51.062272,-114.0584818,House,2200,3,,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Richmond/Knob Hill,51.030949,-114.1121662,House,6995,4+den,3800,3.5,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,False,May 01,2022-05-01,Calgary,Rosedale,51.064217,-114.0836876,House,3300,4+den,,2,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Huntington Hills,51.11742,-114.07307,House,2000,3,1100,1.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Tuscany,51.1337762,-114.251799,House,2350,3,1850,2.5,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Castleridge,51.105489045984,-113.964335918427,House,1698,3,1800 sqft Living Space,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Tuscany,51.121958,-114.243205,House,2300,3,1825 plus basement,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Dover,51.0215105,-113.985118,House,1800,3,1200,1,2,2,0,0,0,0,0,0,0,0,1
Not-Rented,True,May 01,2022-05-01,Calgary,Panorama Hills,51.1700423,-114.0844318,House,2995,3+den,2500,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Evergreen,50.9187143,-114.122258,House,2400,4,2200+800,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Tuscany,51.1212033,-114.2407693,House,900,2,1700,3,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,May 01,2022-05-01,Calgary,Mahogany,50.8931356,-113.9102897,House,2100,4,2009,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Deer Ridge,50.9299943,-114.0146435,House,1500,3,,1.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Hamptons,51.1458582,-114.1396924,House,2790,3+den,2500,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Arbour Lake,51.1384819,-114.2089064,House,2200,3,1400,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Dalhousie,51.1132736,-114.1549192,House,2600,3,1300+1000,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Brentwood,51.1041717,-114.1323992,House,3500,4+den,3000,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Mayland Heights,51.060497,-114.005893,House,1995,4,1690,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,South Calgary,51.0274829,-114.1072011,House,3800,4,3300 including  developed walk out,3.5,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,False,May 01,2022-05-01,Calgary,Cranston,50.885538,-113.9841446,House,2400,3,2204,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Auburn Bay,50.8984666,-113.9582445,House,3300,4+den,2211,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Hawkwood,51.1272763,-114.1656005,House,2200,4,,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Edgemont,51.1341733,-114.1351087,House,2499,4,1850,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Copperfield,50.919579910697,-113.920040645644,House,2250,3+den,1887 + 500 Finished Basement,3.5,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Coventry Hills,51.1724256,-114.0512013,House,1750,3,1800,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Dalhousie,51.110833379855,-114.169545066748,House,3999,3+den,2200,3,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Evergreen Estates,50.9265898,-114.1024189,House,3200,4,2431,4,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Panorama Hills,51.1592003,-114.0790099,House,2700,3,1770,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Acadia,50.9716053,-114.048689,House,1795,3,,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Mission,51.0363463,-114.0691909,House,1700,2,970,1,2,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Crescent Heights,51.0648028,-114.0712187,House,1500,2,650,1,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Mount Pleasant,51.0687852,-114.0691455,House,3499,4,3200 (over 3 levels),3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Radisson Heights,51.0430765,-113.9866196,House,1850,2+den,1100,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Inglewood,51.0402227,-114.0259382,House,3200,3,1086,1.5,2,2,0,0,0,0,1,1,1,1,1
Not-Rented,True,May 01,2022-05-01,Calgary,Panorama Hills,51.1578153,-114.0896517,House,2600,4+den,2011,2.5,2,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Banff Trail,51.0707031,-114.1138004,House,2300,3+den,,2,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beddington,51.1296506,-114.0962175,House,3200,5,,3,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,May 01,2022-05-01,Calgary,Coventry Hills,51.1700715,-114.0632725,House,1850,3,1350,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Panorama Hills,51.164123784055,-114.073113739287,House,2600,3+den,1700,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Hidden Valley,51.14827966445,-114.134439984409,House,2400,4,1350,1.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Oakridge,50.971821,-114.1322037,House,4500,3+den,2060,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Hidden Valley,51.1467434,-114.1162057,House,2400,4+den,1600,2.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Evergreen,50.9130274,-114.103784,House,2600,3+den,2050+850,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Glendale,51.0371994,-114.1569023,House,2400,4,,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Elbow Park,51.0222608,-114.0933587,House,6495,5,,3.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Aspen Woods,51.043327706646,-114.21446311272,House,7000,4,3200,3.5,2,2,0,0,0,0,1,1,1,1,1
Not-Rented,True,May 01,2022-05-01,Calgary,Mahogany,50.92583,-113.90601,House,4500,4,2406,4,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Crescent Heights,51.0626343,-114.0748198,House,5495,3,3183,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Dover,51.0266812,-113.979528,House,1445,3,,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,New Brighton,50.9218338,-113.9556603,House,2750,4,2000,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Crescent Heights,51.0661709,-114.0656774,House,3000,3,1819,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Cougar Ridge,51.0735647,-114.2217574,House,2699,3,2200,2.5,2,2,0,0,0,0,1,1,1,0,1
Not-Rented,True,May 01,2022-05-01,Calgary,Seton,50.8661036,-113.9567494,House,2350,4,1802,3,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Spruce Cliff,51.0460617,-114.1415436,House,1480,3,1300,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Copperfield,50.912664630213,-113.926333471058,House,1900,3,1600,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Nolan Hill,51.1744621,-114.1747664,House,2900,3,,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Legacy,50.8581266,-114.0229623,House,2200,4+den,About 2000,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Palliser,50.967555,-114.1155754,House,2500,4,1680,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Scenic Acres,51.1182906,-114.2213368,House,2500,5,2066,3.5,0,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,New Brighton,50.9258752,-113.9540572,House,2100,3,2000,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Glendale,51.0297082,-114.1457036,House,3495,4+den,2360,3,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Tuxedo,51.0704983,-114.0644221,House,1750,5,"1,153",2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beddington,51.1285042,-114.0837164,House,1750,5,1153,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Banff Trail,51.069048036643,-114.113555549738,House,2950,4+den,1600,4,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Highwood,51.0908517,-114.0743219,House,2680,4+den,1374,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Spruce Cliff,51.05256,-114.13982,House,2200,3,1900,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Riverbend,50.9731351,-114.0168156,House,1950,4,1875,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 02,2022-05-02,Calgary,Rocky Ridge,51.1461849,-114.2379705,House,2500,3,1507,3.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 02,2022-05-02,Calgary,Arbour Lake,51.13267,-114.19572,House,2000,4,1500,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 03,2022-05-03,Calgary,Beddington,51.1325187,-114.0805036,House,1500,3,1076,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 05,2022-05-05,Calgary,Capitol Hill,51.0730317,-114.0940487,House,2800,4,2000,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 09,2022-05-09,Calgary,Rocky Ridge,51.1466318,-114.2529453,House,2500,4+den,1700+700,3.5,2,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 10,2022-05-10,Calgary,Royal Oak,51.141559,-114.229713,House,3150,5+den,2700,3.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 10,2022-05-10,Calgary,Legacy,50.857022082022,-114.001828513492,House,2200,3,1600,2.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 13,2022-05-13,Calgary,Tuscany,51.1277847,-114.2534126,House,3000,4,1815,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Glengarry,51.0354582,-114.1255569,House,2000,2,980 plus basement,1,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Coventry Hills,51.1634442,-114.0617934,House,2100,3,1250,3.5,2,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Auburn Bay,50.8836546,-113.9656167,House,3000,4,1600,3.5,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Lynnwood,50.9991342,-114.014748,House,1800,3,1400,1.5,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Highland Park,51.0818211,-113.9464372,House,2600,4,1944,3.5,0,0,0,0,0,0,0,0,0,0,0
