rented,email,availability,a,city,community,latitude,longitude,type,price,beds,sq_feet,baths,cats,dogs,sq_feet2,price2,beds2,baths2,utility_heat,utility_electricity,utility_water,utility_cable,utility_internet
Not-Rented,True,Immediate,2000-01-01,Calgary,Haysboro,50.977276,-114.076662,Apartment,1500,3,949,1,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.0398499,-114.0644007,Apartment,1995,2,1000,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Hillhurst,51.0573403,-114.0875332,Apartment,1750,1,628,1,2,2,640,2000,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,West Springs,51.064735378703,-114.209955114017,Apartment,1650,1,552,1,2,2,927,2000,2,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.0414679,-114.0896591,Apartment,1650,3,1012,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Seton,50.8703069,-113.9585035,Apartment,1980,2,951,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Cliff Bungalow,51.0317079,-114.0730935,Apartment,1575,studio,350,1,2,2,819,2000,1+den,0,1,1,1,1,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Eau Claire,51.0530356,-114.0661001,Apartment,1700,1,560,1,0,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Kingsland,50.993504,-114.076081,Apartment,1554,2,945,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Skyview,51.1645023,-113.9561089,Apartment,1625,2+den,812,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Sherwood,51.162123,-114.158091,Apartment,1585,2,850,2,0,0,926,1625,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Renfrew,51.0592726,-114.0524325,Apartment,1700,2,800,1,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Sunnyside,51.05556111929,-114.081864042802,Apartment,1750,2,755,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.040463,-114.065595,Apartment,1890,1+den,,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Garrison Woods,51.022406753779,-114.11205693254,Apartment,1950,1+den,780,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.046632865945,-114.06320966323,Apartment,1770,studio,526,1,2,2,0,0,0,0,1,1,1,1,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.037553950372,-114.08528381847,Apartment,1623,1,775,1,2,2,0,1682,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Capitol Hill,51.0672244,-114.0965029,Apartment,1635,2,749,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Tuxedo Park,51.08306,-114.055003784131,Apartment,1650,3,1250,2,2,2,0,0,0,0,0,0,0,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.0474854,-114.0877257,Apartment,1650,1,543,1,2,2,616,1750,0,0,1,0,1,1,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Windsor Park,51.00805,-114.081114,Apartment,1550,1,647 - 799,1,2,2,733-921,1950,1+den,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.042379,-114.08879,Apartment,1750,2,993,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.0497314,-114.0665144,Apartment,1609,1,,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Seton,50.8777212,-113.9527732,Apartment,1650,2,780,2,2,2,0,0,0,0,0,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Lake Bonavista,50.9469346,-114.0445136,Apartment,1800,1+den,,1,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.0380278,-114.0746476,Apartment,1910,2,715,1,2,2,735-914,1985,0,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Mckenzie Towne,50.9176449,-113.9637418,Apartment,1725,2,990,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Mahogany,50.8960136,-113.9342337,Apartment,1980,1+den,653,1,2,2,0,1991,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,East Village,51.0458488,-114.0498504,Apartment,1500,1,562,1,2,2,0,0,0,0,1,0,1,1,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Manchester,51.003851858431,-114.068871734393,Apartment,1848,2,811,2,2,2,0,0,0,0,1,1,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.041837187973,-114.07202629444,Apartment,1810,2,697,1,2,2,779,1970,0,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bankview,51.0371042,-114.0951021,Apartment,1500,2,780,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,East Village,51.0470923,-114.0500534,Apartment,1650,1+den,650,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Skyview,51.1566614,-113.9568647,Apartment,1700,2,1014,2,2,2,966,0,0,0,1,0,1,1,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Applewood,51.038518,-113.934408,Apartment,1675,2,,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Applewood,51.0385945,-113.9333122,Apartment,1525,2,,1,0,0,0,1775,0,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Sage Hill,51.1818171,-114.1585777,Apartment,1525,2,796,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,West Hillhurst,51.054636,-114.1167639,Apartment,1710,1,661-703,1,2,2,811,2000,2,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,East Village,51.0470923,-114.0500534,Apartment,1900,1+den,670,1,0,0,0,0,0,0,1,0,1,1,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Skyview,51.1566614,-113.9568647,Apartment,1600,2,852,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Seton,50.8755517,-113.9514506,Apartment,1650,2,,2,2,2,951,1980,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Eau Claire,51.0535268,-114.0674397,Apartment,1695,1+den,660,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Kingsland,50.9838397,-114.072764,Apartment,1663,2,779,1,2,2,825,1750,0,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.0479146,-114.086713,Apartment,1800,1,680,1,2,2,0,0,0,0,1,1,1,1,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Albert Park,51.0413985,-113.9958407,Apartment,1550,2+den,998,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Haysboro,50.97813,-114.07336,Apartment,1750,2,1093,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Skyview,51.165190945056,-113.9567198,Apartment,1560,2,744,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bowness,51.0896352,-114.1938567,Apartment,1800,1,600,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Inglewood,51.0400822,-114.0320054,Apartment,1500,1,,1,2,2,0,1700,2,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Mckenzie Towne,50.925819646904,-113.974122650262,Apartment,1600,2,800,1,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Stanley Park,51.012017,-114.066371,Apartment,1717,2,0,2,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Cliff Bungalow,51.038917,-114.075574,Apartment,1676,2,0,1,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Eau Claire,51.0530356,-114.0661001,Apartment,1775,1+den,,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.0423757,-114.0876612,Apartment,1900,2,,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Mahogany,50.901186,-113.93967,Apartment,1799,2,,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Sage Hill,51.173242279807,-114.14254939591,Apartment,1695,2,1092,2,2,2,875,1995,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Acadia,50.9668952,-114.0671346,Apartment,1515,3,1140,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Victoria Park,51.0397295,-114.060525,Apartment,1950,2,910,2,2,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.0396021,-114.0757989,Apartment,1525,2,1324,1.5,0,0,1378,0,2+den,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.043534,-114.082819,Apartment,1539,1,543,1,2,2,961,1975,2,2,1,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Victoria Park,51.0415203,-114.055738,Apartment,1500,1,572,1,2,2,814,1950,2,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Victoria Park,51.0398526,-114.0665193,Apartment,1500,1,498,1,2,2,764,2000,1+den,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Lower Mount Royal,51.0376312,-114.0831935,Apartment,1800,1,562,1,0,0,612,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Glengarry,51.0412776,-114.1254847,Apartment,1600,1+den,,1,2,2,0,1900,2,2,1,0,1,0,0
Not-Rented,True,Apr 07,2022-04-07,Calgary,Beltline,51.038595,-114.09294,Apartment,1708,2,1072,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Apr 07,2022-04-07,Calgary,Erlton,51.0278484,-114.0604936,Apartment,1800,1,900,1,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,Apr 14,2022-04-14,Calgary,Beltline,51.0385541,-114.0741194,Apartment,1750,1+den,821,1.5,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,University Heights,51.0703993,-114.1266482,Apartment,1509,1,1100,1,2,2,800,1609,2,0,1,1,1,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,University Heights,51.0717464,-114.1271966,Apartment,1549,2,900,1,2,2,0,1679,0,0,1,1,1,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Montgomery,51.0710815,-114.1589135,Apartment,1630,2,734,1,2,2,785,1765,0,2,1,0,0,1,1
Not-Rented,True,Apr 15,2022-04-15,Calgary,Crescent Heights,51.0526083,-114.0561433,Apartment,2000,1,1000,1,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,Apr 15,2022-04-15,Calgary,Kingsland,50.9834541,-114.0727649,Apartment,1691,2,1001 sqft,1,2,2,870 sqft,1806,0,2,1,0,1,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Downtown,51.0482556,-114.0824597,Apartment,1500,1+den,685,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Apr 15,2022-04-15,Calgary,Connaught,51.04338,-114.08903,Apartment,1950,2,854,2,2,2,0,1960,0,0,0,0,0,0,0
Not-Rented,True,Apr 21,2022-04-21,Calgary,Beltline,51.04313,-114.0640803,Apartment,1545,2,922,1.5,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Apr 30,2022-04-30,Calgary,Seton,50.8844634,-113.9493004,Apartment,1539,2,874,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Apr 30,2022-04-30,Calgary,Downtown,51.0482556,-114.0824597,Apartment,1550,1+den,714,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.041047,-114.0745879,Apartment,1550,2,752,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0423757,-114.0876612,Apartment,1800,2+den,1090,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Altadore,51.0241666,-114.1141032,Apartment,1950,1+den,820,1.5,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Victoria Park,51.0418149,-114.0538211,Apartment,1850,1+den,820,1.5,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0409823,-114.0867919,Apartment,1800,1+den,732,1,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,May 01,2022-05-01,Calgary,Hillhurst,51.0526242,-114.1100221,Apartment,1690,2,,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Eau Claire,51.0525015,-114.0669096,Apartment,1800,1,580,1,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0400539,-114.0921958,Apartment,1700,2,806,1,0,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Mahogany,50.8985696,-113.9381964,Apartment,1599,2,700-,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Banff Trail,51.0795299,-114.1154007,Apartment,1650,3,850,1,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0435505,-114.0866958,Apartment,1950,2,778,2,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Haysboro,50.9758986,-114.0735139,Apartment,1675,2,1035,2,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0431503,-114.0763778,Apartment,1750,1+den,650 + 120 balcony,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Edgemont,51.126447,-114.1362403,Apartment,1550,2,867 Sqft.,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Sage Hill,51.1801096,-114.1584158,Apartment,1775,2,995,2,0,0,0,0,0,0,1,0,0,0,0
Not-Rented,False,May 01,2022-05-01,Calgary,West Hillhurst,51.05303,-114.118786,Apartment,1500,2,1150,2,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0436614,-114.0820983,Apartment,1700,1+den,650,1,0,0,0,0,0,0,1,0,0,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Killarney,51.0380206,-114.124176,Apartment,1950,2,850,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Downtown,51.0464663,-114.0868174,Apartment,1900,1+den,1302,1.5,0,0,0,0,0,0,1,1,1,1,1
Not-Rented,True,May 01,2022-05-01,Calgary,Bridlewood,50.90135,-114.10829,Apartment,1600,2,965,2,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Varsity,51.1036113,-114.1635235,Apartment,2000,1+den,,1.5,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Beltline,51.0434543,-114.0763604,Apartment,1650,1+den,,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,East Village,51.0494421,-114.0559497,Apartment,1995,2+den,,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 01,2022-05-01,Calgary,Somerset,50.8971854,-114.0689736,Apartment,1550,2,900,1,2,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,May 13,2022-05-13,Calgary,Beltline,51.0423884,-114.0657116,Apartment,1535,2,793,1,2,2,867,1665,0,2,1,0,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Montgomery,51.0710815,-114.1589135,Apartment,1630,2,,1,2,2,0,0,0,0,1,0,0,1,1
Not-Rented,True,May 15,2022-05-15,Calgary,Pineridge,51.0780821,-113.9544194,Apartment,1509,2,811,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Fonda,51.050119,-113.984449,Apartment,1541,3,1017,1.5,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Wildwood,51.0522649,-114.143739,Apartment,1719,2,868,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,Tuxedo Park,51.071003,-114.062093,Apartment,1600,2,780,1.5,2,2,845,1670,0,2,1,0,1,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,Quarry Park,50.961519460415,-114.007880666132,Apartment,1500,1,610,1,2,2,840,1850,2,2,1,0,1,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,Varsity,51.1032452,-114.1637842,Apartment,2000,2,955,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,Albert Park,51.0413985,-113.996870668262,Apartment,1650,2+den,920,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,West Springs,51.0640232,-114.2002681,Apartment,1500,1,628,1,2,2,902,2000,2,2,1,1,1,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,South Calgary,51.0238338,-114.1043286,Apartment,1695,1,607,1,2,2,756,1895,2,2,0,0,0,0,0
Not-Rented,True,Jun 01,2022-06-01,Calgary,Crescent Heights,51.0666437,-114.0596397,Apartment,1500,2,,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Jun 30,2022-06-30,Calgary,Connaught,51.0393172,-114.0831205,Apartment,1560,2,998,1.5,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Jul 01,2022-07-01,Calgary,Evergreen,50.9223874,-114.115884,Apartment,1850,1,,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Sep 01,2022-09-01,Calgary,Beltline,51.04134058437,-114.090017313533,Apartment,1675,3,950,1.5,2,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,Nov 01,2022-11-01,Calgary,East Village,51.0476241,-114.0509814,Apartment,1800,1,680,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Negotiable,3000-00-00,Calgary,Altadore,51.0223583,-114.1069796,Apartment,1650,2,,1,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,Negotiable,3000-00-00,Calgary,Sunalta,51.0402353,-114.0984884,Apartment,1695,2,"1,220",1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Negotiable,3000-00-00,Calgary,Beltline,51.0436211,-114.081813,Apartment,1990,1+den,530,1,2,2,0,0,0,0,1,1,1,1,1
Not-Rented,True,,3099-01-01,Calgary,East Village,51.0494421,-114.0559496,Apartment,1850,2,838,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,,3099-01-01,Calgary,Bridgeland,51.0506337,-114.0450861,Apartment,1575,1,1155-1191,1,2,2,820-900,1980,3,2,1,0,1,0,0
Not-Rented,True,,3099-01-01,Calgary,Downtown,51.0429547,-114.090602,Apartment,1680,2,,1,2,2,0,1750,0,2,1,0,1,0,1
Not-Rented,True,,3099-01-01,Calgary,South Calgary,51.0241666,-114.1141032,Apartment,1898,1+den,715,1.5,2,2,0,0,0,0,0,0,0,0,0
Not-Rented,True,,3099-01-01,Calgary,Evergreen,50.9224655,-114.1158294,Apartment,1885,1,732-1592,1.5,0,0,0,0,0,0,1,1,1,0,0
Not-Rented,True,,3099-01-01,Calgary,Victoria Park,51.0398526,-114.0665193,Apartment,2000,1,498-570,1,2,2,0,0,0,0,1,1,1,1,1
Not-Rented,True,,3099-01-01,Calgary,Crescent Heights,51.0666437,-114.0596397,Apartment,1750,1,,1,0,0,0,1900,2,0,1,1,1,1,1
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Bridgeland,51.0557629,-114.0516644,Apartment,,2,,2,2,2,0,,3,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Acadia,50.972543,-114.066826,Apartment,,2,1200,1,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Hillhurst,51.0541824,-114.0934656,Apartment,,2,1000,1,0,0,0,0,0,0,0,0,0,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Panorama Hills,51.1697359,-114.0708562,Apartment,,1+den,950,2,2,2,0,0,0,0,0,0,0,1,1
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Richmond/Knob Hill,51.0241944,-114.1149641,Apartment,,1+den,685,1,2,2,775,,2,2,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Hillhurst,51.0564614,-114.0856152,Apartment,,2,802,1,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Mount Pleasant,51.0676898,-114.0810832,Apartment,,2,777,1,2,2,927,,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Highland Park,51.090537,-114.0598406,Apartment,,2+den,890,2,0,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Sunnyside,51.0514107,-114.0888922,Apartment,,2,,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Kingsland,50.9840753,-114.0727635,Apartment,,2,772,1,2,2,989,,0,2,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Mahogany,50.8969326,-113.9365606,Apartment,,1+den,622,1,2,2,0,,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Beltline,51.0422674,-114.0845042,Apartment,,1+den,1008,1.5,2,2,969,,2+den,2,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Beltline,51.0423207,-114.0834087,Apartment,,2,1022,1.5,2,2,936,,2+den,2,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Bridgeland,51.051014,-114.04359,Apartment,,2,870,2,0,0,0,0,0,0,1,1,1,0,1
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Lower Mount Royal,51.0366916,-114.083831,Apartment,,2,800,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Cornerstone,51.1639501,-113.9457195,Apartment,,2,901,2,2,2,907,,3,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Lower Mount Royal,51.0370382,-114.0790526,Apartment,,1,1112,1.5,2,2,994.8,,2,2.5,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Walden,50.8736601,-114.0374756,Apartment,,2,914,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Manchester,51.0033978,-114.0696457,Apartment,,2+den,,2,2,2,0,0,0,0,1,1,1,0,1
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Beltline,51.0419755,-114.0594055,Apartment,,1,573,1,2,2,848,,2,2,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Seton,50.8812098,-113.9473582,Apartment,,2,1077,2,0,0,915,,2+den,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Bridgeland,51.0550111,-114.0503516,Apartment,,2,700,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Spruce Cliff,51.0485008,-114.1329778,Apartment,,3,1105,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,No Vacancy,3001-00-00,Calgary,Renfrew,51.058042,-114.049127,Apartment,,1,1110,1.5,0,0,844,,2,2.5,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bayview,50.971823,-114.108811,Apartment,2044,2,1040,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bridgeland,51.0500783,-114.041579,Apartment,2149,1,,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Victoria Park,51.0405707,-114.0586474,Apartment,2156,2,1106,2,2,2,952,2970,0,2.5,1,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Brentwood,51.0841687,-114.1287177,Apartment,2305,1,527,1,2,2,657,2605,2,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.044004,-114.075438,Apartment,2011,1,629,1,2,2,910,2402,2,2,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Beltline,51.04366769609,-114.07208817361,Apartment,2395,2,800,2,2,2,900,2605,0,0,1,0,1,0,1
Not-Rented,True,Immediate,2000-01-01,Calgary,Connaught,51.045561201644,-114.08818162038,Apartment,2010,2,1326,2,2,2,974,2696,3,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,University District,51.0775801,-114.1475871,Apartment,2050,2,820,2,2,2,0,2400,0,0,1,0,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Brentwood,51.0868171,-114.1280086,Apartment,2250,2,894,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,May 15,2022-05-15,Calgary,Varsity,51.0926693,-114.1512527,Apartment,2069,1,1100,1,2,2,0,0,0,0,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.043534,-114.082819,Apartment,2024,2,830,1.5,2,2,962,2088,0,2,1,0,0,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,University District,51.0765234,-114.1488951,Apartment,2000,2,681,1,2,2,820,2600,0,2,1,1,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Hillhurst,51.0573403,-114.0875332,Apartment,2000,1,640,1,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Victoria Park,51.0415203,-114.055738,Apartment,2100,2,,2,0,0,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Bridgeland,51.0514104,-114.0402102,Apartment,2425,2,,2,2,2,0,0,0,0,0,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,East Village,51.0460956,-114.0499223,Apartment,2347,2,904,2,2,2,0,0,0,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Cliff Bungalow,51.0317079,-114.0730935,Apartment,2000,1,586,1,2,2,819,2375,1+den,0,1,0,1,0,0
Not-Rented,True,Immediate,2000-01-01,Calgary,Downtown,51.046632865945,-114.06320966323,Apartment,2045,studio,561,1,2,2,809,2755,1+den,0,1,1,1,1,0
